batch,train_loss,learning_rate,grad_norm
0,7.040400505065918,0.02,1.4769609295756487
1,6.7971296310424805,0.02,1.8492492709927455
2,6.2879815101623535,0.02,2.767659644280817
3,5.3859734535217285,0.02,4.9605182255232325
4,3.6288533210754395,0.02,1.9759771443784055
5,4.777103424072266,0.02,7.639977001416385
6,4.589696884155273,0.02,7.508275109775307
7,3.5335888862609863,0.02,2.138268787248119
8,3.6927027702331543,0.02,3.152922746740029
9,4.061953544616699,0.02,3.973342197238625
10,4.08601188659668,0.02,4.172436866527215
11,3.690361738204956,0.02,3.171543919075226
12,3.4357571601867676,0.02,2.149760009417828
13,3.352632522583008,0.02,1.8064476350441279
14,3.58754825592041,0.02,3.985346865903423
15,3.6075069904327393,0.02,4.1136880256883535
16,3.327180862426758,0.02,2.0258690642080066
17,3.271245002746582,0.02,0.585538393369998
18,3.33150577545166,0.02,1.937145252767033
19,3.421426296234131,0.02,2.449682528496654
20,3.3511600494384766,0.02,2.065572882086691
21,3.289828300476074,0.02,1.4485983598155063
22,3.230653762817383,0.02,0.4876162638773608
23,3.2316408157348633,0.02,0.9401712368303232
24,3.2583556175231934,0.02,1.5023851491873517
25,3.287616729736328,0.02,1.7353765760657702
26,3.2470219135284424,0.02,1.2390555599353539
27,3.2145602703094482,0.02,0.6919356161866783
28,3.245361328125,0.02,0.5139811102220279
29,3.253735065460205,0.02,1.1687875168106754
30,3.2412490844726562,0.02,1.1315239406512994
31,3.2608554363250732,0.02,1.2547977440244238
32,3.2477736473083496,0.02,0.6575986783449224
33,3.2007646560668945,0.02,0.30518224564368746
34,3.2309985160827637,0.02,0.3363230508726714
35,3.2514116764068604,0.02,0.5472380370888106
36,3.255817413330078,0.02,0.9184247076230216
37,3.2502658367156982,0.02,1.0893817428325052
38,3.232710599899292,0.02,0.6768220770906396
39,3.225219249725342,0.02,0.28974689668386217
40,3.1961395740509033,0.02,0.3447544091372199
41,3.1872615814208984,0.02,0.70138250450744
42,3.2284278869628906,0.02,0.7826119409583691
43,3.1893703937530518,0.02,0.6395145610669972
44,3.194904088973999,0.02,0.34105374963851054
45,3.2286133766174316,0.02,0.33503350888803596
46,3.2075533866882324,0.02,0.45513213341094005
47,3.2159903049468994,0.02,0.5151471127864877
48,3.195735454559326,0.02,0.6092766268181224
49,3.1532979011535645,0.02,0.6907205972227569
50,3.201974868774414,0.02,0.37709947635971836
51,3.203423500061035,0.02,0.22903717081818317
52,3.186398983001709,0.02,0.34942194326790255
53,3.1949901580810547,0.02,0.6661369364966546
54,3.1754446029663086,0.02,0.5148060120781036
55,3.1940836906433105,0.02,0.46793702105116647
56,3.1782031059265137,0.02,0.2842011973007077
57,3.1788554191589355,0.02,0.21104275240185585
58,3.1477267742156982,0.02,0.3931614679184536
59,3.1674623489379883,0.02,0.46242342727635977
60,3.161398410797119,0.02,0.3686882882012198
61,3.182468891143799,0.02,0.33593481858846763
62,3.149380922317505,0.02,0.22093620166542333
63,3.180241584777832,0.02,0.2781129294733767
64,3.1855006217956543,0.02,0.3735342484404094
65,3.1829798221588135,0.02,0.33475313414179936
66,3.141521453857422,0.02,0.31507543153503575
67,3.1406822204589844,0.02,0.22853837009346248
68,3.1786115169525146,0.02,0.2995082814489623
69,3.157358169555664,0.02,0.2491252266749945
70,3.1775553226470947,0.02,0.23826910268356868
71,3.1637802124023438,0.02,0.2557211462703117
72,3.1794257164001465,0.02,0.4658796184293368
73,3.1611225605010986,0.02,0.3466041375616384
74,3.1394705772399902,0.02,0.27712186333470107
75,3.143798351287842,0.02,0.2729423683853289
76,3.1434216499328613,0.02,0.3493633494132151
77,3.1476078033447266,0.02,0.4192093482397644
78,3.1354587078094482,0.02,0.43415775968165127
79,3.1301419734954834,0.02,0.29732507684645887
80,3.1254396438598633,0.02,0.26802967689068696
81,3.108612537384033,0.02,0.3079998503436994
82,3.1040728092193604,0.02,0.25702372980761534
83,3.1460208892822266,0.02,0.3556254557074274
84,3.1255130767822266,0.02,0.3076330611186632
85,3.1718037128448486,0.02,0.28916469088042984
86,3.0986928939819336,0.02,0.2827392952118704
87,3.1105527877807617,0.02,0.29247547456629364
88,3.084540843963623,0.02,0.32185405901694886
89,3.101179599761963,0.02,0.30992068772387577
90,3.1283891201019287,0.02,0.36923460405053266
91,3.098191261291504,0.02,0.28184309265713003
92,3.0747814178466797,0.02,0.29255344449871346
93,3.1164231300354004,0.02,0.30272040009691714
94,3.0972938537597656,0.02,0.3306016245299972
95,3.1138384342193604,0.02,0.3458876649587641
96,3.0905590057373047,0.02,0.4230520449962289
97,3.1000916957855225,0.02,0.3415470957707611
98,3.1013007164001465,0.02,0.3211792228033368
99,3.0696158409118652,0.02,0.31171623365456325
100,3.088284492492676,0.02,0.34869526121281424
101,3.0761795043945312,0.02,0.4070135213445136
102,3.0958523750305176,0.02,0.3199061605723181
103,3.1136627197265625,0.02,0.35380932448631564
104,3.086629867553711,0.02,0.3335514803328173
105,3.046827554702759,0.02,0.35119495967978936
106,3.0848045349121094,0.02,0.5490172711509191
107,3.0829451084136963,0.02,0.42143988093538753
108,3.0831713676452637,0.02,0.3321678394734347
109,3.095949411392212,0.02,0.406202307709205
110,3.06455397605896,0.02,0.39179196762506513
111,3.0738236904144287,0.02,0.3703519486425963
112,3.059810161590576,0.02,0.40688054498773085
113,3.065714120864868,0.02,0.36942028172681246
114,3.076991558074951,0.02,0.3696455717695952
115,3.05332612991333,0.02,0.36253228406562665
116,3.0354275703430176,0.02,0.3543956198909939
117,3.0512855052948,0.02,0.3743916307589561
118,3.049482583999634,0.02,0.49227218276321233
119,3.0515997409820557,0.02,0.3786819925441571
120,3.0271294116973877,0.02,0.4181321361376929
121,3.027038335800171,0.02,0.3925653431392346
122,3.0674448013305664,0.02,0.38206938183934036
123,3.010233163833618,0.02,0.3536513208595269
124,3.0165886878967285,0.02,0.3624316038926036
125,3.0127010345458984,0.02,0.3999637993782705
126,3.0136184692382812,0.02,0.3788804440793223
127,3.020606279373169,0.02,0.3653173249740636
128,3.020191192626953,0.02,0.40017257692819386
129,3.047985076904297,0.02,0.43643247921488343
130,3.0378952026367188,0.02,0.43392032032653843
